waterLevel,Month,buildingsImpacted,matchString
75.67,7,32.759,75.67_7
75.67,8,34.636,75.67_8
75.67,9,91.349,75.67_9
75.68,1,1287.953,75.68_1
75.68,10,449.562,75.68_10
75.68,11,1124.104,75.68_11
75.68,12,1267.059,75.68_12
75.68,2,1139.166,75.68_2
75.68,3,1094.028,75.68_3
75.68,4,471.162,75.68_4
75.68,5,145.641,75.68_5
75.68,6,66.347,75.68_6
75.68,7,34.621,75.68_7
75.68,8,37.364,75.68_8
75.68,9,97.567,75.68_9
75.69,1,1367.64,75.69_1
75.69,10,473.809,75.69_10
75.69,11,1186.27,75.69_11
75.69,12,1344.85,75.69_12
75.69,2,1212.803,75.69_2
75.69,3,1163.871,75.69_3
75.69,4,500.995,75.69_4
75.69,5,153.008,75.69_5
75.69,6,69.032,75.69_6
75.69,7,36.643,75.69_7
75.69,8,40.327,75.69_8
75.69,9,104.29,75.69_9
75.7,1,1452.43,75.7_1
75.7,10,499.681,75.7_10
75.7,11,1252.437,75.7_11
75.7,12,1427.66,75.7_12
75.7,2,1290.926,75.7_2
75.7,3,1237.853,75.7_3
75.7,4,532.839,75.7_4
75.7,5,160.917,75.7_5
75.7,6,71.918,75.7_6
75.7,7,38.824,75.7_7
75.7,8,43.526,75.7_8
75.7,9,111.523,75.7_9
75.71,1,1541.56,75.71_1
75.71,10,526.854,75.71_10
75.71,11,1321.929,75.71_11
75.71,12,1514.797,75.71_12
75.71,2,1372.833,75.71_2
75.71,3,1315.351,75.71_3
75.71,4,566.365,75.71_4
75.71,5,169.268,75.71_5
75.71,6,74.996,75.71_6
75.71,7,41.124,75.71_7
75.71,8,46.912,75.71_8
75.71,9,119.219,75.71_9
75.72,1,1635.029,75.72_1
75.72,10,555.33,75.72_10
75.72,11,1394.749,75.72_11
75.72,12,1606.264,75.72_12
75.72,2,1458.519,75.72_2
75.72,3,1396.365,75.72_3
75.72,4,601.572,75.72_4
75.72,5,178.059,75.72_5
75.72,6,78.267,75.72_6
75.72,7,43.547,75.72_7
75.72,8,50.485,75.72_8
75.72,9,127.378,75.72_9
75.73,1,1732.837,75.73_1
75.73,10,585.107,75.73_10
75.73,11,1470.894,75.73_11
75.73,12,1702.059,75.73_12
75.73,2,1547.987,75.73_2
75.73,3,1480.897,75.73_3
75.73,4,638.462,75.73_4
75.73,5,187.29,75.73_5
75.73,6,81.731,75.73_6
75.73,7,46.09,75.73_7
75.73,8,54.246,75.73_8
75.73,9,136,75.73_9
75.74,1,1834.984,75.74_1
75.74,10,616.185,75.74_10
75.74,11,1550.367,75.74_11
75.74,12,1802.183,75.74_12
75.74,2,1641.235,75.74_2
75.74,3,1568.946,75.74_3
75.74,4,677.032,75.74_4
75.74,5,196.962,75.74_5
75.74,6,85.387,75.74_6
75.74,7,48.753,75.74_7
75.74,8,58.192,75.74_8
75.74,9,145.086,75.74_9
75.75,1,1941.471,75.75_1
75.75,10,648.564,75.75_10
75.75,11,1633.164,75.75_11
75.75,12,1906.635,75.75_12
75.75,2,1738.263,75.75_2
75.75,3,1660.513,75.75_3
75.75,4,717.282,75.75_4
75.75,5,207.072,75.75_5
75.75,6,89.236,75.75_6
75.75,7,51.538,75.75_7
75.75,8,62.323,75.75_8
75.75,9,154.636,75.75_9
75.76,1,2052.297,75.76_1
75.76,10,682.245,75.76_10
75.76,11,1719.288,75.76_11
75.76,12,2015.416,75.76_12
75.76,2,1839.073,75.76_2
75.76,3,1755.596,75.76_3
75.76,4,759.215,75.76_4
75.76,5,217.623,75.76_5
75.76,6,93.278,75.76_6
75.76,7,54.442,75.76_7
75.76,8,66.641,75.76_8
75.76,9,164.648,75.76_9
75.77,1,2167.463,75.77_1
75.77,10,717.228,75.77_10
75.77,11,1808.739,75.77_11
75.77,12,2128.524,75.77_12
75.77,2,1943.664,75.77_2
75.77,3,1854.196,75.77_3
75.77,4,802.831,75.77_4
75.77,5,228.616,75.77_5
75.77,6,97.513,75.77_6
75.77,7,57.467,75.77_7
75.77,8,71.147,75.77_8
75.77,9,175.123,75.77_9
75.78,1,2286.968,75.78_1
75.78,10,753.512,75.78_10
75.78,11,1901.517,75.78_11
75.78,12,2245.963,75.78_12
75.78,2,2052.036,75.78_2
75.78,3,1956.313,75.78_3
75.78,4,848.128,75.78_4
75.78,5,240.048,75.78_5
75.78,6,101.94,75.78_6
75.78,7,60.612,75.78_7
75.78,8,75.839,75.78_8
75.78,9,186.062,75.78_9
75.79,1,2410.812,75.79_1
75.79,10,791.099,75.79_10
75.79,11,1997.621,75.79_11
75.79,12,2367.728,75.79_12
75.79,2,2164.19,75.79_2
75.79,3,2061.947,75.79_3
75.79,4,895.106,75.79_4
75.79,5,251.922,75.79_5
75.79,6,106.56,75.79_6
75.79,7,63.878,75.79_7
75.79,8,80.718,75.79_8
75.79,9,197.465,75.79_9
75.8,1,2538.996,75.8_1
75.8,10,829.987,75.8_10
75.8,11,2097.051,75.8_11
75.8,12,2493.823,75.8_12
75.8,2,2280.124,75.8_2
75.8,3,2171.096,75.8_3
75.8,4,943.767,75.8_4
75.8,5,264.234,75.8_5
75.8,6,111.372,75.8_6
75.8,7,67.265,75.8_7
75.8,8,85.783,75.8_8
75.8,9,209.332,75.8_9
75.81,1,2671.203,75.81_1
75.81,10,870.179,75.81_10
75.81,11,2199.654,75.81_11
75.81,12,2623.925,75.81_12
75.81,2,2399.413,75.81_2
75.81,3,2283.531,75.81_3
75.81,4,994.319,75.81_4
75.81,5,277.067,75.81_5
75.81,6,116.371,75.81_6
75.81,7,70.824,75.81_7
75.81,8,91.086,75.81_8
75.81,9,221.608,75.81_9
75.82,1,2807.431,75.82_1
75.82,10,911.674,75.82_10
75.82,11,2305.43,75.82_11
75.82,12,2758.035,75.82_12
75.82,2,2522.059,75.82_2
75.82,3,2399.252,75.82_3
75.82,4,1046.764,75.82_4
75.82,5,290.42,75.82_5
75.82,6,121.558,75.82_6
75.82,7,74.553,75.82_7
75.82,8,96.626,75.82_8
75.82,9,234.29,75.82_9
75.83,1,2947.683,75.83_1
75.83,10,954.473,75.83_10
75.83,11,2414.379,75.83_11
75.83,12,2896.151,75.83_12
75.83,2,2648.061,75.83_2
75.83,3,2518.259,75.83_3
75.83,4,1101.099,75.83_4
75.83,5,304.293,75.83_5
75.83,6,126.931,75.83_6
75.83,7,78.453,75.83_7
75.83,8,102.401,75.83_8
75.83,9,247.381,75.83_9
75.84,1,3091.957,75.84_1
75.84,10,998.576,75.84_10
75.84,11,2526.499,75.84_11
75.84,12,3038.277,75.84_12
75.84,2,2777.418,75.84_2
75.84,3,2640.55,75.84_3
75.84,4,1157.328,75.84_4
75.84,5,318.686,75.84_5
75.84,6,132.491,75.84_6
75.84,7,82.524,75.84_7
75.84,8,108.413,75.84_8
75.84,9,260.88,75.84_9
75.85,1,3240.254,75.85_1
75.85,10,1043.984,75.85_10
75.85,11,2641.792,75.85_11
75.85,12,3184.41,75.85_12
75.85,2,2910.132,75.85_2
75.85,3,2766.125,75.85_3
75.85,4,1215.448,75.85_4
75.85,5,333.601,75.85_5
75.85,6,138.238,75.85_6
75.85,7,86.768,75.85_7
75.85,8,114.661,75.85_8
75.85,9,274.788,75.85_9
75.86,1,3392.573,75.86_1
75.86,10,1090.696,75.86_10
75.86,11,2760.257,75.86_11
75.86,12,3334.552,75.86_12
75.86,2,3046.201,75.86_2
75.86,3,2894.985,75.86_3
75.86,4,1275.461,75.86_4
75.86,5,349.035,75.86_5
75.86,6,144.172,75.86_6
75.86,7,91.182,75.86_7
75.86,8,121.146,75.86_8
75.86,9,289.105,75.86_9
75.87,1,3548.916,75.87_1
75.87,10,1138.711,75.87_10
75.87,11,2881.896,75.87_11
75.87,12,3488.701,75.87_12
75.87,2,3185.627,75.87_2
75.87,3,3027.131,75.87_3
75.87,4,1337.366,75.87_4
75.87,5,364.989,75.87_5
75.87,6,150.294,75.87_6
75.87,7,95.767,75.87_7
75.87,8,127.867,75.87_8
75.87,9,303.827,75.87_9
75.88,1,3709.282,75.88_1
75.88,10,1188.029,75.88_10
75.88,11,3006.706,75.88_11
75.88,12,3646.856,75.88_12
75.88,2,3328.409,75.88_2
75.88,3,3162.564,75.88_3
75.88,4,1401.162,75.88_4
75.88,5,381.464,75.88_5
75.88,6,156.602,75.88_6
75.88,7,100.523,75.88_7
75.88,8,134.824,75.88_8
75.88,9,318.959,75.88_9
75.89,1,3873.67,75.89_1
75.89,10,1238.652,75.89_10
75.89,11,3134.69,75.89_11
75.89,12,3809.02,75.89_12
75.89,2,3474.547,75.89_2
75.89,3,3301.281,75.89_3
75.89,4,1466.849,75.89_4
75.89,5,398.459,75.89_5
75.89,6,163.097,75.89_6
75.89,7,105.451,75.89_7
75.89,8,142.018,75.89_8
75.89,9,334.499,75.89_9
75.9,1,4042.082,75.9_1
75.9,10,1290.579,75.9_10
75.9,11,3265.845,75.9_11
75.9,12,3975.19,75.9_12
75.9,2,3624.04,75.9_2
75.9,3,3443.282,75.9_3
75.9,4,1534.429,75.9_4
75.9,5,415.975,75.9_5
75.9,6,169.778,75.9_6
75.9,7,110.55,75.9_7
75.9,8,149.447,75.9_8
75.9,9,350.447,75.9_9
75.91,1,4212.804,75.91_1
75.91,10,1343.123,75.91_10
75.91,11,3398.676,75.91_11
75.91,12,4143.732,75.91_12
75.91,2,3775.309,75.91_2
75.91,3,3586.805,75.91_3
75.91,4,1602.875,75.91_4
75.91,5,433.714,75.91_5
75.91,6,176.543,75.91_6
75.91,7,115.724,75.91_7
75.91,8,156.966,75.91_8
75.91,9,366.579,75.91_9
75.92,1,4385.837,75.92_1
75.92,10,1396.284,75.92_10
75.92,11,3533.184,75.92_11
75.92,12,4314.645,75.92_12
75.92,2,3928.353,75.92_2
75.92,3,3731.851,75.92_3
75.92,4,1672.189,75.92_4
75.92,5,451.677,75.92_5
75.92,6,183.39,75.92_6
75.92,7,120.972,75.92_7
75.92,8,164.573,75.92_8
75.92,9,382.894,75.92_9
75.93,1,4561.181,75.93_1
75.93,10,1450.063,75.93_10
75.93,11,3669.369,75.93_11
75.93,12,4487.93,75.93_12
75.93,2,4083.172,75.93_2
75.93,3,3878.418,75.93_3
75.93,4,1742.368,75.93_4
75.93,5,469.865,75.93_5
75.93,6,190.322,75.93_6
75.93,7,126.295,75.93_7
75.93,8,172.265,75.93_8
75.93,9,399.394,75.93_9
75.94,1,4738.838,75.94_1
75.94,10,1504.459,75.94_10
75.94,11,3807.23,75.94_11
75.94,12,4663.587,75.94_12
75.94,2,4239.766,75.94_2
75.94,3,4026.506,75.94_3
75.94,4,1813.415,75.94_4
75.94,5,488.276,75.94_5
75.94,6,197.336,75.94_6
75.94,7,131.693,75.94_7
75.94,8,180.045,75.94_8
75.94,9,416.076,75.94_9
75.95,1,4918.805,75.95_1
75.95,10,1559.474,75.95_10
75.95,11,3946.768,75.95_11
75.95,12,4841.617,75.95_12
75.95,2,4398.136,75.95_2
75.95,3,4176.116,75.95_3
75.95,4,1885.328,75.95_4
75.95,5,506.912,75.95_5
75.95,6,204.434,75.95_6
75.95,7,137.166,75.95_7
75.95,8,187.911,75.95_8
75.95,9,432.943,75.95_9
75.96,1,5101.084,75.96_1
75.96,10,1615.105,75.96_10
75.96,11,4087.982,75.96_11
75.96,12,5022.018,75.96_12
75.96,2,4558.282,75.96_2
75.96,3,4327.249,75.96_3
75.96,4,1958.108,75.96_4
75.96,5,525.772,75.96_5
75.96,6,211.615,75.96_6
75.96,7,142.714,75.96_7
75.96,8,195.865,75.96_8
75.96,9,449.994,75.96_9
75.97,1,5285.673,75.97_1
75.97,10,1671.355,75.97_10
75.97,11,4230.872,75.97_11
75.97,12,5204.792,75.97_12
75.97,2,4720.201,75.97_2
75.97,3,4479.903,75.97_3
75.97,4,2031.755,75.97_4
75.97,5,544.856,75.97_5
75.97,6,218.881,75.97_6
75.97,7,148.338,75.97_7
75.97,8,203.907,75.97_8
75.97,9,467.229,75.97_9
75.98,1,5472.574,75.98_1
75.98,10,1728.221,75.98_10
75.98,11,4375.439,75.98_11
75.98,12,5389.936,75.98_12
75.98,2,4883.897,75.98_2
75.98,3,4634.08,75.98_3
75.98,4,2106.27,75.98_4
75.98,5,564.162,75.98_5
75.98,6,226.227,75.98_6
75.98,7,154.037,75.98_7
75.98,8,212.037,75.98_8
75.98,9,484.647,75.98_9
75.99,1,5661.786,75.99_1
75.99,10,1785.705,75.99_10
75.99,11,4521.683,75.99_11
75.99,12,5577.453,75.99_12
75.99,2,5049.367,75.99_2
75.99,3,4789.777,75.99_3
75.99,4,2181.651,75.99_4
75.99,5,583.694,75.99_5
75.99,6,233.658,75.99_6
75.99,7,159.809,75.99_7
75.99,8,220.254,75.99_8
75.99,9,502.248,75.99_9
76,1,5853.309,76_1
76,10,1843.806,76_10
76,11,4669.603,76_11
76,12,5767.341,76_12
76,2,5216.613,76_2
76,3,4946.997,76_3
76,4,2257.898,76_4
76,5,603.45,76_5
76,6,241.172,76_6
76,7,165.657,76_7
76,8,228.558,76_8
76,9,520.034,76_9
76.01,1,6045.811,76.01_1
76.01,10,1902.314,76.01_10
76.01,11,4818.347,76.01_11
76.01,12,5958.128,76.01_12
76.01,2,5384.501,76.01_2
76.01,3,5104.577,76.01_3
76.01,4,2334.384,76.01_4
76.01,5,623.317,76.01_5
76.01,6,248.695,76.01_6
76.01,7,171.522,76.01_7
76.01,8,236.94,76.01_8
76.01,9,538.01,76.01_9
76.02,1,6239.293,76.02_1
76.02,10,1961.23,76.02_10
76.02,11,4967.917,76.02_11
76.02,12,6149.816,76.02_12
76.02,2,5553.032,76.02_2
76.02,3,5262.519,76.02_3
76.02,4,2411.11,76.02_4
76.02,5,643.295,76.02_5
76.02,6,256.226,76.02_6
76.02,7,177.408,76.02_7
76.02,8,245.4,76.02_8
76.02,9,556.176,76.02_9
76.03,1,6433.753,76.03_1
76.03,10,2020.552,76.03_10
76.03,11,5118.312,76.03_11
76.03,12,6342.405,76.03_12
76.03,2,5722.206,76.03_2
76.03,3,5420.821,76.03_3
76.03,4,2488.076,76.03_4
76.03,5,663.384,76.03_5
76.03,6,263.767,76.03_6
76.03,7,183.312,76.03_7
76.03,8,253.938,76.03_8
76.03,9,574.533,76.03_9
76.04,1,6629.191,76.04_1
76.04,10,2080.281,76.04_10
76.04,11,5269.532,76.04_11
76.04,12,6535.895,76.04_12
76.04,2,5892.022,76.04_2
76.04,3,5579.482,76.04_3
76.04,4,2565.28,76.04_4
76.04,5,683.586,76.04_5
76.04,6,271.316,76.04_6
76.04,7,189.235,76.04_7
76.04,8,262.555,76.04_8
76.04,9,593.079,76.04_9
76.05,1,6825.607,76.05_1
76.05,10,2140.416,76.05_10
76.05,11,5421.578,76.05_11
76.05,12,6730.285,76.05_12
76.05,2,6062.481,76.05_2
76.05,3,5738.504,76.05_3
76.05,4,2642.724,76.05_4
76.05,5,703.899,76.05_5
76.05,6,278.875,76.05_6
76.05,7,195.176,76.05_7
76.05,8,271.249,76.05_8
76.05,9,611.817,76.05_9
76.06,1,7023.001,76.06_1
76.06,10,2200.958,76.06_10
76.06,11,5574.448,76.06_11
76.06,12,6925.576,76.06_12
76.06,2,6233.584,76.06_2
76.06,3,5897.888,76.06_3
76.06,4,2720.407,76.06_4
76.06,5,724.323,76.06_5
76.06,6,286.442,76.06_6
76.06,7,201.135,76.06_7
76.06,8,280.023,76.06_8
76.06,9,630.746,76.06_9
76.07,1,7221.374,76.07_1
76.07,10,2261.905,76.07_10
76.07,11,5728.144,76.07_11
76.07,12,7121.768,76.07_12
76.07,2,6405.331,76.07_2
76.07,3,6057.633,76.07_3
76.07,4,2798.329,76.07_4
76.07,5,744.859,76.07_5
76.07,6,294.018,76.07_6
76.07,7,207.113,76.07_7
76.07,8,288.874,76.07_8
76.07,9,649.866,76.07_9
76.08,1,7420.725,76.08_1
76.08,10,2323.259,76.08_10
76.08,11,5882.664,76.08_11
76.08,12,7318.859,76.08_12
76.08,2,6577.719,76.08_2
76.08,3,6217.737,76.08_3
76.08,4,2876.49,76.08_4
76.08,5,765.506,76.08_5
76.08,6,301.602,76.08_6
76.08,7,213.11,76.08_7
76.08,8,297.804,76.08_8
76.08,9,669.177,76.08_9
76.09,1,7621.054,76.09_1
76.09,10,2385.019,76.09_10
76.09,11,6038.01,76.09_11
76.09,12,7516.85,76.09_12
76.09,2,6750.751,76.09_2
76.09,3,6378.202,76.09_3
76.09,4,2954.891,76.09_4
76.09,5,786.265,76.09_5
76.09,6,309.197,76.09_6
76.09,7,219.125,76.09_7
76.09,8,306.813,76.09_8
76.09,9,688.679,76.09_9
76.1,1,7822.361,76.1_1
76.1,10,2447.186,76.1_10
76.1,11,6194.181,76.1_11
76.1,12,7715.742,76.1_12
76.1,2,6924.425,76.1_2
76.1,3,6539.028,76.1_3
76.1,4,3033.532,76.1_4
76.1,5,807.134,76.1_5
76.1,6,316.801,76.1_6
76.1,7,225.157,76.1_7
76.1,8,315.9,76.1_8
76.1,9,708.37,76.1_9
76.11,1,8024.735,76.11_1
76.11,10,2509.814,76.11_10
76.11,11,6351.512,76.11_11
76.11,12,7915.899,76.11_12
76.11,2,7098.844,76.11_2
76.11,3,6700.417,76.11_3
76.11,4,3112.674,76.11_4
76.11,5,828.122,76.11_5
76.11,6,324.439,76.11_6
76.11,7,231.235,76.11_7
76.11,8,325.059,76.11_8
76.11,9,728.208,76.11_9
76.12,1,8228.175,76.12_1
76.12,10,2572.903,76.12_10
76.12,11,6510.005,76.12_11
76.12,12,8117.32,76.12_12
76.12,2,7274.009,76.12_2
76.12,3,6862.374,76.12_3
76.12,4,3192.318,76.12_4
76.12,5,849.227,76.12_5
76.12,6,332.11,76.12_6
76.12,7,237.356,76.12_7
76.12,8,334.289,76.12_8
76.12,9,748.191,76.12_9
76.13,1,8432.681,76.13_1
76.13,10,2636.455,76.13_10
76.13,11,6669.659,76.13_11
76.13,12,8320.005,76.13_12
76.13,2,7449.919,76.13_2
76.13,3,7024.896,76.13_3
76.13,4,3272.463,76.13_4
76.13,5,870.45,76.13_5
76.13,6,339.817,76.13_6
76.13,7,243.52,76.13_7
76.13,8,343.589,76.13_8
76.13,9,768.321,76.13_9
76.14,1,8638.254,76.14_1
76.14,10,2700.467,76.14_10
76.14,11,6830.473,76.14_11
76.14,12,8523.955,76.14_12
76.14,2,7626.575,76.14_2
76.14,3,7187.983,76.14_3
76.14,4,3353.11,76.14_4
76.14,5,891.79,76.14_5
76.14,6,347.558,76.14_6
76.14,7,249.729,76.14_7
76.14,8,352.96,76.14_8
76.14,9,788.595,76.14_9
76.15,1,8844.894,76.15_1
76.15,10,2764.94,76.15_10
76.15,11,6992.449,76.15_11
76.15,12,8729.168,76.15_12
76.15,2,7803.977,76.15_2
76.15,3,7351.635,76.15_3
76.15,4,3434.26,76.15_4
76.15,5,913.249,76.15_5
76.15,6,355.333,76.15_6
76.15,7,255.981,76.15_7
76.15,8,362.403,76.15_8
76.15,9,809.016,76.15_9
76.16,1,9052.601,76.16_1
76.16,10,2829.875,76.16_10
76.16,11,7155.584,76.16_11
76.16,12,8935.645,76.16_12
76.16,2,7982.123,76.16_2
76.16,3,7515.85,76.16_3
76.16,4,3515.91,76.16_4
76.16,5,934.826,76.16_5
76.16,6,363.142,76.16_6
76.16,7,262.275,76.16_7
76.16,8,371.916,76.16_8
76.16,9,829.581,76.16_9
76.17,1,9261.375,76.17_1
76.17,10,2895.271,76.17_10
76.17,11,7319.881,76.17_11
76.17,12,9143.387,76.17_12
76.17,2,8161.015,76.17_2
76.17,3,7680.632,76.17_3
76.17,4,3598.063,76.17_4
76.17,5,956.519,76.17_5
76.17,6,370.986,76.17_6
76.17,7,268.613,76.17_7
76.17,8,381.501,76.17_8
76.17,9,850.293,76.17_9
76.18,1,9471.214,76.18_1
76.18,10,2961.129,76.18_10
76.18,11,7485.339,76.18_11
76.18,12,9352.394,76.18_12
76.18,2,8340.651,76.18_2
76.18,3,7845.978,76.18_3
76.18,4,3680.717,76.18_4
76.18,5,978.33,76.18_5
76.18,6,378.865,76.18_6
76.18,7,274.995,76.18_7
76.18,8,391.156,76.18_8
76.18,9,871.15,76.18_9
76.19,1,9682.119,76.19_1
76.19,10,3027.447,76.19_10
76.19,11,7651.957,76.19_11
76.19,12,9562.665,76.19_12
76.19,2,8521.034,76.19_2
76.19,3,8011.89,76.19_3
76.19,4,3763.872,76.19_4
76.19,5,1000.259,76.19_5
76.19,6,386.778,76.19_6
76.19,7,281.42,76.19_7
76.19,8,400.882,76.19_8
76.19,9,892.154,76.19_9
76.2,1,9894.091,76.2_1
76.2,10,3094.226,76.2_10
76.2,11,7819.736,76.2_11
76.2,12,9774.2,76.2_12
76.2,2,8702.162,76.2_2
76.2,3,8178.366,76.2_3
76.2,4,3847.53,76.2_4
76.2,5,1022.306,76.2_5
76.2,6,394.723,76.2_6
76.2,7,287.889,76.2_7
76.2,8,410.679,76.2_8
76.2,9,913.304,76.2_9